pair_id,build_phase,priority,decision,page_type,topic_cluster,language,page_path,counterpart_path,page_name,primary_keyword,counterpart_primary_keyword,search_intent,funnel_stage,product_codes,product_truth_status,primary_cta,secondary_cta,required_internal_links,sister_site_target,schema_types,css_cluster,analytics_page_type,image_direction,source_basis,implementation_notes
MT026,phase_2,Medium,create,activity_page,adventure,en,/activities/mountain-biking-mindo/,/es/actividades/ciclismo-de-montana-mindo/,Mountain Biking in Mindo,mountain biking Mindo,ciclismo de montaña Mindo,commercial,bottom,ACT017,active_checkout,Check availability,Compare adventures,/mindo-adventure-tours/ | /activities/ | /private-tours-mindo/,https://mindobirdwatching.com/activities/mountain-biking/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Mountain bike on a cloud-forest road,Product catalog,Route-dependent duration; avoid fixed route claims.
MT026,phase_2,Medium,create,activity_page,adventure,es,/es/actividades/ciclismo-de-montana-mindo/,/activities/mountain-biking-mindo/,Ciclismo de Montaña en Mindo,ciclismo de montaña Mindo,mountain biking Mindo,commercial,bottom,ACT017,active_checkout,Check availability,Compare adventures,/mindo-adventure-tours/ | /activities/ | /private-tours-mindo/,https://mindobirdwatching.com/activities/mountain-biking/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Mountain bike on a cloud-forest road,Product catalog,Route-dependent duration; avoid fixed route claims.
MT027,phase_2,Medium,create,activity_page,wildlife,en,/activities/frog-concert-mindo/,/es/actividades/concierto-de-ranas-mindo/,Frog Concert in Mindo,Mindo frog concert,concierto de ranas Mindo,commercial,middle,ACT010,active_checkout_ids_pending_review,Check availability,Compare night activities,/activities/night-walk-mindo/ | /mindo-wildlife-nature-tours/ | /activities/,https://mindobirdwatching.com/activities/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_wildlife,activity_page,Frog habitat at dusk,Product catalog,Do not guarantee frog activity or specific sightings.
MT027,phase_2,Medium,create,activity_page,wildlife,es,/es/actividades/concierto-de-ranas-mindo/,/activities/frog-concert-mindo/,Concierto de Ranas en Mindo,concierto de ranas Mindo,Mindo frog concert,commercial,middle,ACT010,active_checkout_ids_pending_review,Check availability,Compare night activities,/activities/night-walk-mindo/ | /mindo-wildlife-nature-tours/ | /activities/,https://mindobirdwatching.com/activities/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_wildlife,activity_page,Frog habitat at dusk,Product catalog,Do not guarantee frog activity or specific sightings.
MT028,phase_3,Low,create,activity_page,flora,en,/activities/flora-tour-mindo/,/es/actividades/tour-de-flora-mindo/,Flora Tour in Mindo,Mindo flora tour,tour de flora Mindo,commercial,middle,MBW009,active_checkout,Check availability,Explore nature tours,/mindo-wildlife-nature-tours/ | /activities/orchid-garden-mindo/ | /activities/,https://mindobirdwatching.com/activities/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_nature,activity_page,Botanical guide with cloud-forest plants,Product catalog,Use botanical claims only when verified.
MT028,phase_3,Low,create,activity_page,flora,es,/es/actividades/tour-de-flora-mindo/,/activities/flora-tour-mindo/,Tour de Flora en Mindo,tour de flora Mindo,Mindo flora tour,commercial,middle,MBW009,active_checkout,Check availability,Explore nature tours,/mindo-wildlife-nature-tours/ | /activities/orchid-garden-mindo/ | /activities/,https://mindobirdwatching.com/activities/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_nature,activity_page,Botanical guide with cloud-forest plants,Product catalog,Use botanical claims only when verified.
MT029,phase_3,Low,create,activity_page,adventure,en,/activities/paintball-mindo/,/es/actividades/paintball-mindo/,Paintball in Mindo,paintball Mindo,paintball Mindo,commercial,bottom,ACT015,active_pending_stripe_ids,Request availability,Compare group activities,/mindo-adventure-tours/ | /family-things-to-do-mindo/ | /activities/,https://mindobirdwatching.com/activities/paintball/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Outdoor paintball course,Product catalog,Use request flow until Stripe IDs and operating details are verified.
MT029,phase_3,Low,create,activity_page,adventure,es,/es/actividades/paintball-mindo/,/activities/paintball-mindo/,Paintball en Mindo,paintball Mindo,paintball Mindo,commercial,bottom,ACT015,active_pending_stripe_ids,Request availability,Compare group activities,/mindo-adventure-tours/ | /family-things-to-do-mindo/ | /activities/,https://mindobirdwatching.com/activities/paintball/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Outdoor paintball course,Product catalog,Use request flow until Stripe IDs and operating details are verified.
MT030,phase_1,High,create,sister_site_funnel,bears,en,/spectacled-bear-tours-ecuador/,/es/tours-de-oso-de-anteojos-ecuador/,Spectacled Bear Tours in Ecuador,spectacled bear tour Ecuador,tour oso de anteojos Ecuador,commercial,bottom,OSO001 | OSO002,active_checkout,View bear tours on MBW,Ask about conditions,/mindo-wildlife-nature-tours/ | /private-tours-mindo/ | /tours/,https://mindobirdwatching.com/tours/spectacled-bear-tour-ecuador/,Service | ItemList | FAQPage | BreadcrumbList,sister_funnel,sister_site_funnel,Spectacled bear habitat with no sighting guarantee,Product catalog and MBW GSC,State clearly that wildlife sightings depend on conditions; MBW owns booking detail.
MT030,phase_1,High,create,sister_site_funnel,bears,es,/es/tours-de-oso-de-anteojos-ecuador/,/spectacled-bear-tours-ecuador/,Tours del Oso de Anteojos en Ecuador,tour oso de anteojos Ecuador,spectacled bear tour Ecuador,commercial,bottom,OSO001 | OSO002,active_checkout,View bear tours on MBW,Ask about conditions,/mindo-wildlife-nature-tours/ | /private-tours-mindo/ | /tours/,https://mindobirdwatching.com/tours/spectacled-bear-tour-ecuador/,Service | ItemList | FAQPage | BreadcrumbList,sister_funnel,sister_site_funnel,Spectacled bear habitat with no sighting guarantee,Product catalog and MBW GSC,State clearly that wildlife sightings depend on conditions; MBW owns booking detail.
MT031,phase_1,High,create,transport_page,transport,en,/quito-to-mindo-transport/,/es/transporte-quito-a-mindo/,Quito to Mindo Private Transport,Quito to Mindo private transfer,transporte privado Quito Mindo,commercial,bottom,TRANS01 | TRANS02 | TRANS03 | TRANS04 | TRANS06,active_mixed_checkout,Request transport,See day trips,/how-to-get-to-mindo/ | /mindo-day-trips/ | /book-tour/,https://mindobirdwatching.com/contact/,Service | FAQPage | BreadcrumbList,transport,transport_page,Private vehicle on the Quito-Mindo route,Product catalog and GSC,Do not show a single universal price across route variants.
MT031,phase_1,High,create,transport_page,transport,es,/es/transporte-quito-a-mindo/,/quito-to-mindo-transport/,Transporte Privado de Quito a Mindo,transporte privado Quito Mindo,Quito to Mindo private transfer,commercial,bottom,TRANS01 | TRANS02 | TRANS03 | TRANS04 | TRANS06,active_mixed_checkout,Request transport,See day trips,/how-to-get-to-mindo/ | /mindo-day-trips/ | /book-tour/,https://mindobirdwatching.com/contact/,Service | FAQPage | BreadcrumbList,transport,transport_page,Private vehicle on the Quito-Mindo route,Product catalog and GSC,Do not show a single universal price across route variants.
MT032,phase_1,High,create,commercial_hub,adventure,en,/mindo-adventure-tours/,/es/tours-de-aventura-mindo/,Mindo Adventure Tours,Mindo adventure tours,tours de aventura Mindo,commercial,middle,MBW014 | ACT004 | ACT011 | ACT013 | ACT015 | ACT017,active_and_active_pending,Compare adventures,Request a custom day,/activities/ziplining-mindo/ | /activities/tubing-mindo/ | /activities/canyoning-mindo/ | /activities/mountain-biking-mindo/,https://mindobirdwatching.com/activities/,CollectionPage | ItemList | FAQPage | BreadcrumbList,commercial_hub,commercial_hub,"Adventure collage with zipline, river and bike",Product catalog and MindoTours GSC,Exclude rafting as an active product.
MT032,phase_1,High,create,commercial_hub,adventure,es,/es/tours-de-aventura-mindo/,/mindo-adventure-tours/,Tours de Aventura en Mindo,tours de aventura Mindo,Mindo adventure tours,commercial,middle,MBW014 | ACT004 | ACT011 | ACT013 | ACT015 | ACT017,active_and_active_pending,Compare adventures,Request a custom day,/activities/ziplining-mindo/ | /activities/tubing-mindo/ | /activities/canyoning-mindo/ | /activities/mountain-biking-mindo/,https://mindobirdwatching.com/activities/,CollectionPage | ItemList | FAQPage | BreadcrumbList,commercial_hub,commercial_hub,"Adventure collage with zipline, river and bike",Product catalog and MindoTours GSC,Exclude rafting as an active product.
MT033,phase_2,Medium,create,commercial_hub,wildlife_nature,en,/mindo-wildlife-nature-tours/,/es/tours-de-naturaleza-y-fauna-mindo/,Mindo Wildlife and Nature Tours,Mindo wildlife tours,tours de naturaleza Mindo,commercial,middle,MBW009 | MBW015-MBW016 | ACT009-ACT010 | OSO001-OSO002,active_and_active_pending,Explore nature tours,Request a custom plan,/activities/night-walk-mindo/ | /activities/orchid-garden-mindo/ | /spectacled-bear-tours-ecuador/,https://mindobirdwatching.com/,CollectionPage | ItemList | FAQPage | BreadcrumbList,commercial_hub,commercial_hub,Cloud-forest wildlife without guaranteed sightings,Product catalog,Link specialist birding and bear content to MBW.
MT033,phase_2,Medium,create,commercial_hub,wildlife_nature,es,/es/tours-de-naturaleza-y-fauna-mindo/,/mindo-wildlife-nature-tours/,Tours de Naturaleza y Fauna en Mindo,tours de naturaleza Mindo,Mindo wildlife tours,commercial,middle,MBW009 | MBW015-MBW016 | ACT009-ACT010 | OSO001-OSO002,active_and_active_pending,Explore nature tours,Request a custom plan,/activities/night-walk-mindo/ | /activities/orchid-garden-mindo/ | /spectacled-bear-tours-ecuador/,https://mindobirdwatching.com/,CollectionPage | ItemList | FAQPage | BreadcrumbList,commercial_hub,commercial_hub,Cloud-forest wildlife without guaranteed sightings,Product catalog,Link specialist birding and bear content to MBW.
MT034,phase_2,Medium,create,itinerary,travel_planning,en,/mindo-itinerary-one-day/,/es/itinerario-mindo-un-dia/,One-Day Mindo Itinerary,one day in Mindo itinerary,itinerario Mindo un día,informational_commercial,middle,Multiple active products,mixed_active,Build your one-day plan,See day trips,/mindo-day-trips/ | /things-to-do-in-mindo/ | /activities/,https://mindobirdwatching.com/mindo-day-tour-from-quito/,Article | ItemList | FAQPage | BreadcrumbList,itinerary,itinerary,Morning-to-evening visual sequence,Product catalog and GSC day-trip demand,Provide modular options rather than claiming all activities fit one day.
MT034,phase_2,Medium,create,itinerary,travel_planning,es,/es/itinerario-mindo-un-dia/,/mindo-itinerary-one-day/,Itinerario de un Día en Mindo,itinerario Mindo un día,one day in Mindo itinerary,informational_commercial,middle,Multiple active products,mixed_active,Build your one-day plan,See day trips,/mindo-day-trips/ | /things-to-do-in-mindo/ | /activities/,https://mindobirdwatching.com/mindo-day-tour-from-quito/,Article | ItemList | FAQPage | BreadcrumbList,itinerary,itinerary,Morning-to-evening visual sequence,Product catalog and GSC day-trip demand,Provide modular options rather than claiming all activities fit one day.
MT035,phase_2,Medium,create,itinerary,travel_planning,en,/mindo-itinerary-two-days/,/es/itinerario-mindo-dos-dias/,Two-Day Mindo Itinerary,two days in Mindo itinerary,itinerario Mindo dos días,informational_commercial,middle,Multiple active products,mixed_active,Build your two-day plan,Request private planning,/mindo-itinerary-one-day/ | /private-tours-mindo/ | /mindo-travel-guide/,https://mindobirdwatching.com/,Article | ItemList | FAQPage | BreadcrumbList,itinerary,itinerary,Two-day activity sequence with rest time,Product catalog,Keep lodging recommendations generic unless verified.
MT035,phase_2,Medium,create,itinerary,travel_planning,es,/es/itinerario-mindo-dos-dias/,/mindo-itinerary-two-days/,Itinerario de Dos Días en Mindo,itinerario Mindo dos días,two days in Mindo itinerary,informational_commercial,middle,Multiple active products,mixed_active,Build your two-day plan,Request private planning,/mindo-itinerary-one-day/ | /private-tours-mindo/ | /mindo-travel-guide/,https://mindobirdwatching.com/,Article | ItemList | FAQPage | BreadcrumbList,itinerary,itinerary,Two-day activity sequence with rest time,Product catalog,Keep lodging recommendations generic unless verified.
MT036,phase_2,Medium,create,audience_guide,family,en,/family-things-to-do-mindo/,/es/actividades-en-mindo-con-ninos/,Family Things to Do in Mindo,family things to do in Mindo,actividades en Mindo con niños,informational_commercial,middle,MBW011-MBW015 | Selected active activities,active,Compare family activities,Request a private plan,/activities/butterfly-garden-mindo/ | /activities/chocolate-tour-mindo/ | /private-tours-mindo/,https://mindobirdwatching.com/activities/,Article | ItemList | FAQPage | BreadcrumbList,audience_guide,audience_guide,Family-friendly activity montage,Product catalog,Do not assign age limits without verified operator rules.
MT036,phase_2,Medium,create,audience_guide,family,es,/es/actividades-en-mindo-con-ninos/,/family-things-to-do-mindo/,Actividades en Mindo con Niños,actividades en Mindo con niños,family things to do in Mindo,informational_commercial,middle,MBW011-MBW015 | Selected active activities,active,Compare family activities,Request a private plan,/activities/butterfly-garden-mindo/ | /activities/chocolate-tour-mindo/ | /private-tours-mindo/,https://mindobirdwatching.com/activities/,Article | ItemList | FAQPage | BreadcrumbList,audience_guide,audience_guide,Family-friendly activity montage,Product catalog,Do not assign age limits without verified operator rules.
MT037,phase_2,Medium,create,attraction_guide,waterfalls,en,/activities/mindo-tarabita-cable-car/,/es/actividades/tarabita-de-mindo/,Mindo Tarabita Cable Car,Mindo tarabita cable car,tarabita Mindo,informational_commercial,middle,MBW013,active_related_product,Plan a waterfall visit,See guided waterfall tours,/activities/mindo-waterfall-hike/ | /mindo-day-trips/ | /things-to-do-in-mindo/,https://mindobirdwatching.com/activities/,TouristAttraction | FAQPage | BreadcrumbList,attraction_guide,attraction_guide,Tarabita over forested valley,MindoTours GSC queries and waterfall product,Verify current entrance and operating details before publication.
MT037,phase_2,Medium,create,attraction_guide,waterfalls,es,/es/actividades/tarabita-de-mindo/,/activities/mindo-tarabita-cable-car/,Tarabita de Mindo,tarabita Mindo,Mindo tarabita cable car,informational_commercial,middle,MBW013,active_related_product,Plan a waterfall visit,See guided waterfall tours,/activities/mindo-waterfall-hike/ | /mindo-day-trips/ | /things-to-do-in-mindo/,https://mindobirdwatching.com/activities/,TouristAttraction | FAQPage | BreadcrumbList,attraction_guide,attraction_guide,Tarabita over forested valley,MindoTours GSC queries and waterfall product,Verify current entrance and operating details before publication.
MT038,phase_3,Hold,hold_for_product_approval,activity_page,specialty_wildlife,en,/activities/private-insect-macro-wildlife-search/,/es/actividades/busqueda-privada-insectos-macrofauna/,Private Insect and Macro Wildlife Search,Mindo insect tour,tour de insectos Mindo,commercial,bottom,ACT021,new_specialty_activity_needs_review,Request review,Explore wildlife tours,/mindo-wildlife-nature-tours/ | /private-tours-mindo/ | /activities/night-walk-mindo/,https://mindobirdwatching.com/activities/private-insect-macro-wildlife-search/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_wildlife,activity_page,Macro insect photography with placeholder,Product catalog,Do not publish until product review and Stripe IDs are complete.
MT038,phase_3,Hold,hold_for_product_approval,activity_page,specialty_wildlife,es,/es/actividades/busqueda-privada-insectos-macrofauna/,/activities/private-insect-macro-wildlife-search/,Búsqueda Privada de Insectos y Macrofauna,tour de insectos Mindo,Mindo insect tour,commercial,bottom,ACT021,new_specialty_activity_needs_review,Request review,Explore wildlife tours,/mindo-wildlife-nature-tours/ | /private-tours-mindo/ | /activities/night-walk-mindo/,https://mindobirdwatching.com/activities/private-insect-macro-wildlife-search/,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_wildlife,activity_page,Macro insect photography with placeholder,Product catalog,Do not publish until product review and Stripe IDs are complete.
MT039,phase_3,Hold,hold_for_product_approval,activity_page,adventure,en,/activities/sky-bike-mindo/,/es/actividades/bicicleta-extrema-mindo/,Sky Bike in Mindo,sky bike Mindo,bicicleta extrema Mindo,commercial,bottom,ACT019,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Sky bike placeholder,Product catalog,Do not publish until product details and accounting status are approved.
MT039,phase_3,Hold,hold_for_product_approval,activity_page,adventure,es,/es/actividades/bicicleta-extrema-mindo/,/activities/sky-bike-mindo/,Bicicleta Extrema en Mindo,bicicleta extrema Mindo,sky bike Mindo,commercial,bottom,ACT019,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Sky bike placeholder,Product catalog,Do not publish until product details and accounting status are approved.
MT040,phase_3,Hold,hold_for_product_approval,activity_page,adventure,en,/activities/extreme-swing-mindo/,/es/actividades/columpio-extremo-mindo/,Extreme Swing in Mindo,extreme swing Mindo,columpio extremo Mindo,commercial,bottom,ACT018,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Extreme swing placeholder,Product catalog,Do not publish until product details and accounting status are approved.
MT040,phase_3,Hold,hold_for_product_approval,activity_page,adventure,es,/es/actividades/columpio-extremo-mindo/,/activities/extreme-swing-mindo/,Columpio Extremo en Mindo,columpio extremo Mindo,extreme swing Mindo,commercial,bottom,ACT018,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Extreme swing placeholder,Product catalog,Do not publish until product details and accounting status are approved.
MT041,phase_3,Hold,hold_for_product_approval,activity_page,adventure,en,/activities/sky-ride-mindo/,/es/actividades/sky-ride-mindo/,Sky Ride in Mindo,sky ride Mindo,sky ride Mindo,commercial,bottom,ACT020,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Sky ride placeholder,Product catalog,Product flags conflict; hold publication until reviewed and confirmed active.
MT041,phase_3,Hold,hold_for_product_approval,activity_page,adventure,es,/es/actividades/sky-ride-mindo/,/activities/sky-ride-mindo/,Sky Ride en Mindo,sky ride Mindo,sky ride Mindo,commercial,bottom,ACT020,new_activity_needs_review,Request review,Compare adventures,/mindo-adventure-tours/ | /activities/,,Product | TouristAttraction | FAQPage | BreadcrumbList,activity_adventure,activity_page,Sky ride placeholder,Product catalog,Product flags conflict; hold publication until reviewed and confirmed active.
